id,name,address,latitude,longitude,free_bikes,empty_slots,total_capacity
aae19e5af4a28c05d3ed3ad294f7da7e,317 - Distelhoek,Sluitberg,51.25207,4.43311,6,18,24
ac611a78c5db38cea7ab65867af6ee0f,285- Hoge Beuken,Commandant Weynsstraat,51.18379,4.35296,9,15,24
ac6581f6edc582bde54f6e8ef60d9a0b,277- Ahornen,Ahornenlaan ,51.17708,4.39973,16,20,36
add906f09d34c6035958e97675c7e695,127- FOD Financiën,Italiëlei n° 4,51.22827,4.41352,15,13,28
ae7c1017494b86c212bdc6b7674eb289,070- Sint Andries,Sint Andriesplaats n° 24,51.21485,4.39634,16,14,30
af5e625f9f65dfac89e06a225b4bf2e3,073- Maarschalk Gérard,Maarschalk Gerardstraat/schermersstraat,51.21231,4.40372,0,35,35
afe5e0d6fad5382ed774b70e30b4885a,089- Hof van Leysen,Van Schoonbekestraat - Markgravelei,51.19843,4.40223,16,20,36
b0cbd4e66e59e18d702777e9af3f9814,068-  Turnhoutsepoort,Turnhoutsebaan/Stenenbrug ,51.21457,4.44368,7,22,29
b11c01405decdaf5e9f35c810b5699ed,182 - Mediahuis,Blancefloerlaan t.o.v. Mediahuis (overkant),51.21929,4.36003,8,28,36
b24406132903a177ba5c15dba754767e,274- De Bist,Bist,51.17039,4.39485,8,22,30
b2acfe7b9e3bda03e55d231e25e1069f,290- Coöperatielaan,Schoonselhoflei,51.17621,4.3677,9,26,35
b322e497a23711bd1aad3e8a0bb89d9c,300- Wilrijksepleinen,Vogelzanglaan,51.18875,4.3977,7,29,36
b36fd799e11ee5b1e2bf804c282f0798,088- Haantjeslei,Van Trierstraat - Haantjeslei,51.20114,4.40221,4,17,21
b4f8d0afab4a94dadfc4dbf0dc2e7a49,052- Waaslandtunnel,Entrepotkaai,51.22802,4.41169,8,28,36
b8cfce3214108318e78549397081fd76,107- Moorkensplein,Moorkensplein ro n° 33A,51.21338,4.43381,5,29,34
b8da668dae417fa67a190e678d391676,021- Driekoningen,Grotesteenweg 150/Driekoningenstraat,51.19548,4.41919,9,17,26
b8f93e07534b7f0cd62b3462a09c6b70,271- Middelheimmuseum,Beukenlaan,51.18069,4.40899,9,27,36
b96cfdabefc1973f6cab7ec9a60da333,342 - Nieuw Zuid,Jos Smolderenstraat,51.20626,4.38345,1,35,36
ba2dae2cd21908ebe36d4e53dff38fcc,003- Centraal station Kievit 2,Kievitplein,51.21309,4.42177,23,13,36
ba82cdac84dbc156daf51a09a6ba6f0c,133- Willemdok,Entrepotkaai n° 1,51.22958,4.41135,11,13,24
bb0bfbbf9c2e26ddf1ef8ca4e8fb247d,335- Speelplein,Speelpleinstraat / Terlindenhofstraat,51.24822,4.44424,19,17,36
bb89b9f38700c49b2583359b8bc56eea,092- Sint-Thomas,Mechelsesteenweg n° 180,51.20451,4.41063,2,19,21
bc77d05d3423ec98b782d8b87b522b72,115- Metro Elisabeth,Sint Elisabethstraat - Greinstraat,51.22275,4.42418,3,18,21
bcd14a2b55f710fd03c755387648b698,043- Grétrystraat,Belgiëlei/Gretrystraat,51.20368,4.41528,3,27,30
be92335b7849403ec71c34d009577878,256- Zillebeek,Helderstraat,51.19546,4.44223,16,11,27
c09d980fe92a92f26bb3f054a9e5ce8a,024- Opera,Anneessensstraat,51.21796,4.41795,8,22,30
c175ce102f37383ce3bb235973c136f5,100- Van Hombeeckplein,Frans Van Hombeeckplein 25,51.19485,4.4166,7,26,33
c36a3ff3328f05d2995f61047dc109ae,328 - Oude Terminus,Schotensesteenweg,51.21915,4.47506,17,19,36
c37f331332ceb1fa09d8394f74796efb,034- M HKA,Waalsekaai ,51.21101,4.39073,7,29,36
c405b98c057ed1960a7ddff1863f767f,102- Duinstraat,Duinstraat,51.22246,4.43026,0,35,35
c5de30160be136393ac26fbfa08a7c05,190 - De Singel 2,Jan Van Rijswijcklaan aan de Singel,51.19382,4.40216,17,19,36
c60acd65c9cf4c8a06eb2e501067e4e0,295- Sporthal Kiel,Emiel Vloorstraat,51.19428,4.37909,11,25,36
c7d63a5cde7f230e6ea2efb341592dfa,164 - AP Ellermanstraat,Ellermanstraat,51.22993,4.41499,4,32,36
c9b29054b3a381914653da9b1d53c707,250- Borsbeekbrug,Diksmuidelaan,51.20111,4.439,6,30,36
cb05817dcd845e7597e20a43cd3cb693,075- Vlaamsekaai,Vlaamsekaai,51.21031,4.3913,18,18,36
cc4746ce5ec3b7fc633eda065a3f5c39,026- Meir-Antoon Van Dijck,Meir 84,51.21823,4.41248,35,1,36
cce9873c19abe222d616145c31dcfe21,301- Luchthaven ,Luchthaven ,51.18884,4.45039,11,18,29
cceb58a4416554febf76f548c4ac4159,057- Wolstraat,Wolstraat - Korte Koepoortstraat 2,51.22154,4.40267,14,7,21
ce4c272830dc2b997d0b2d59f1b8f161,292- Kielpark,Jacob le Mairestraat,51.19081,4.38101,29,6,35
ce7d68266cd2a145e5c95f95bf78fe3e,143- Melis Stokelaan,Gloriantlaan/Melis Stokelaan 24  ,51.23122,4.38531,3,33,36
d07e8bd79085f1a5c480b9d0870d15cf,299- Antwerp expo,C.Huysmanslaan,51.19196,4.39835,12,24,36
d46621259dfff705aadd9f733f7aca94,258- Hof van Nauwelaerts,Lodewijk van Berckenlaan,51.1975,4.44373,10,19,29
d52c097c262f979cf444f7147e572e3e,213- Kroonplein,Kroonplein,51.25148,4.44805,22,8,30
d6a36675e1d5bae1c060a2b4701ca02b,144- August Vermeylenlaan,August Vermeylenlaan,51.23127,4.37867,15,21,36
d6fe165a324daf98c9625789ce0cf58e,262- Hoogveld,Hoogveld,51.18932,4.43561,12,23,35
d77060676c1604b25bdf38337bb00c83,249- Frans De Vriend,Frans de Vriendstraat,51.20381,4.44422,17,13,30
d7e4ab47fa3274e89cbcc52b1d147646,320 - Den Brem,Den Brem,51.17406,4.37563,19,17,36
d9136cdc472b394aeca248aa479290a1,025- Teniersplaats,Leysstraat,51.21819,4.41431,33,1,34
d9ae5ef9902efab8479cb8205cc15267,188 - Regatta 2,Kielzoglaan / leo J. Krynlaan - Maria De lannoyplein,51.21795,4.3643,12,23,35
dd4857a91f9ea6cd48b7823d66ab5a58,184 - Jan Palfijn,Lange Bremstraat thv 79,51.25793,4.45307,36,0,36
dda7ca37a10dcc95b98438fd21d3ebcb,283- Hollebeek,Hollebeekstraat,51.18167,4.37203,18,18,36
de9d3ff75aceaae64e269e73e6a8a11e,108- Krugerpark,Delaraystraat ro n° 13,51.21602,4.43997,6,27,33
debbcc223164a482546d5e7c9d672586,329 - Prosper de Wit,Prosper de Wittestraat,51.2261,4.47064,8,19,27
df13c70be44c32e96c5e8a354ce58b1b,179 - Den Bleek,Borgerhoutsestraat,51.21306,4.42862,2,28,30
e15abbbec91329de49e0d43ee546bb82,064- Zuiderterras,Plantinkaai ro Jansvliet (Zuiderterras),51.21907,4.39495,20,13,33
e1961b4cc4b7c7da8b3bc6732607268f,041- Van Eyck,Van Eycklei/Edelinckstraat 24 ,51.2108,4.41161,8,18,26
e1b70e99408b2f7988befccbf18e5e26,123- Park Spoor Noord 2,Viséstraat 16,51.22904,4.42494,0,18,18
e1b86dee86f05079852592bbdd9955c8,045- Falconplein,Oude Leeuwenrui n° 2,51.22688,4.4055,16,20,36
e376255f76c639f36d58977ca9af7af3,172 - Centraal Station 4,Koningin Astridplein,51.2179,4.42066,12,0,12
e4ccd83c664e3161947376dcd60e768a,130- Lamoriniere,Lamorinièrestraat,51.2038,4.4208,1,17,18
e4e90cbff7ba058b779005dbb54fe2c8,171 - Centraal Station 3 ,Koningin Astridplein,51.21788,4.42061,10,1,11
e5898964895bda94798f491831c26f0e,083- Brederode,Amerikalei n° 82,51.20775,4.39851,6,21,27
e6459c2578a969c8e141ec50c7d599f3,131- De Wittestraat,De wittestraat - Generaal Lemanstraat,51.19376,4.41215,7,14,21
e6bfc29124dabf1d963d8b599873e3ac,066- Modemuseum,Drukkerijstraat n° 26,51.21709,4.39925,9,14,23
e89114c14757ba729c19063f07ab9cd3,082- Fotografiemuseum,Verviersstraat - Waalsekaai,51.20862,4.38747,9,27,36
e94b0775c59571d38f53d87dd989a32c,032- Permeke,De Conickplein ro n° 26,51.22173,4.42071,15,12,27
ea2a668b6df790181e1f8c33da23cd4f,117- Sint Jansplein,Sint Jansplein ro n° 17,51.22542,4.4184,14,14,28
ea393e00cf2fa301c30ae08c5da9f7f2,053- Paardenmarkt,Paardenmarkt - Kleine Kauwenberg,51.22501,4.41223,6,15,21
eac795a24f5dfe84dbd186505260d910,149- Van Eedenplein,Blancefloerlaan tov Frederik van Eedenplein,51.22061,4.38633,20,16,36
ebdaa116e2ddfb4a3010a2847e69f60f,020- Groenplaats 2,Groenkerkhofstraat/Nationalestraat,51.2188,4.401,14,13,27
ebfcfc796951bd06950c89c1575a7b5f,038- Pastorijstraat,Pastorijstraat tov huisnr28,51.22016,4.43264,21,0,21
ec8e2061bbb67d804789916aeeb34b6e,253- Vosplein,Vosstraat,51.19806,4.45322,16,20,36
ed787de7960d6669544fce320882189c,078- Oud Gerechtshof,Britselei n° 82,51.2092,4.40301,0,27,27
ee9529823298c4ffb1fcc466dca47d6e,056- Minderbroedersrui,Minderbroederrui n° 46,51.22219,4.40459,13,17,30
efbeb9ce519debee5034d3b2c9f07df9,206- Station Luchtbal,Bermstraat,51.2445,4.42309,15,16,31
efef38d0004a5a24d903d5d89d004700,281- Hof van Tichelen,Hof van Tichelen,51.18248,4.3854,13,23,36
f2286759aef10f0dcb1dca179bb33e0b,147- Halewijnlaan,Halewijnlaan,51.22392,4.37788,3,20,23
f4626650bc81597d985d3847a0c3d3a7,154- Terloplein,Terloplein,51.21907,4.44436,7,26,33
f4883f6370820a30cfa9932c7237da00,051- Mutsaardplein,Mutsaardplein,51.2229,4.40611,9,26,35
f60bd3bf669c655d956a3c2f7381c98c,308 - KDG Campus Hoboken,Majoor Maelfaitplein,51.17107,4.36717,19,16,35
f86fefc6e8702fa7f5decb784e088f94,085- Den Bell,Boudewijnsstraat tegenover n° 19-21,51.20585,4.39866,17,19,36
f9168158909909ec71c2acd2f2d3709a,305 - Ter Nieuwerbrugge,Ter Nieuwerbrugge,51.19131,4.4435,13,22,35
f97ab06cfbdb805afec6f39cbbf6062f,046- De Merode,Grotesteenweg/Boomgaardstraat,51.19939,4.41502,8,27,35
f9fbf8d76aec1dbdb56ecfde4b065fdf,148- Verhaerenlaan,Frederik Van Eedenstraa,51.2232,4.38622,14,22,36
fbd343bc1d5dbac1ebb7ab1e84b69bf7,058- Noorderterras,Jordaenskaai ro Saucierstraat,51.22439,4.3991,16,14,30
fc6680a5f31fea2af1008d1d10408081,218- Groenendaalcollege,Gagelveldenstraat,51.24302,4.43569,8,28,36
fc858dd606fb3d2f434f92c1c9d62595,036- Bourla,Arenbergstraat,51.21534,4.4088,14,15,29
fcbc8c6e04b30655ba2d8c0f04bee4a1,120- Eendracht,Schijnpoortweg ,51.22753,4.43904,13,10,23
fe4d31fb6877d2f85733a7a583393788,265- Pulhof,Pulhoflaan,51.18514,4.43204,8,22,30
